id,max_x,max_y,max_z,min_x,min_y,min_z,mean_x,mean_y,mean_z,var_x,var_y,var_z,activity,isFall,timestamp,duration
96,0.4125412446397788,0.7226331521642417,1.2203132864259687,-2.0256048696604205,-1.2576214270339172,-2.18328154397373,-1.0306591377496181,-0.15272744954321898,0.21813511218552342,0.37719413263459584,0.31607725402936754,0.9803870836387064,Fall,1,1521641512.5059998,4.470000267028809
97,0.8220341632157129,0.9791688372319169,2.4655061711937973,-1.7537907726776114,-1.8646688116773753,-1.552967982643391,-0.41685466363331564,-0.0067902060350672104,1.2683050832067406,0.8228575965193667,0.47461993577939965,1.1937132740517613,Fall,1,1521641512.5059998,4.470000267028809
98,0.6798935635874916,1.8348269751200172,2.8766302200243397,-2.4426720028930933,-0.7710529344868431,-0.18806117603938155,-0.42814514888908883,0.48976775537582906,0.9475255085594826,0.5460787118028311,0.6679886978127243,0.7627257384420831,Fall,1,1521641512.5059998,4.470000267028809
99,0.3010425477866916,1.2731852685822445,3.825233478809653,-1.8108711706554133,-1.5759752688040214,0.08374600285316491,-0.7683522302295088,-0.011992571781327843,1.3759749647490462,0.5736230380392434,0.8014243256345458,0.7836200567115134,Fall,1,1521641512.5059998,4.470000267028809
100,0.3251180423544079,2.598814392653156,2.7977923369202085,-1.4963963743706468,-1.323882102418419,-0.4312943941853018,-0.7305934483086082,0.1853434149563299,1.246561521789073,0.35146822394019406,1.3665275361755391,1.043022757446721,Fall,1,1521641512.5059998,4.470000267028809
101,1.5686417436396964,1.9764652593429353,1.945677787249927,-2.5405446404253844,-0.8360645791033674,-2.504375358773049,-0.4317532988762493,0.41337402294066966,0.6619512040781363,1.3931681852700146,0.6931632820766417,1.3248557508228385,Fall,1,1521641512.5059998,4.470000267028809
102,0.8875287764139934,2.986665316587528,3.2007875570478976,-1.8198659072529688,-0.8845040146759113,-0.746214486431956,-0.3465121612345879,0.6270207523912182,0.9911724353893181,0.5013714977162101,1.2444835598640067,1.6527324316825325,Fall,1,1521641512.5059998,4.470000267028809
103,1.8153265640818863,1.9682863635817451,2.021610490739998,-2.413596752414287,-1.91531204431189,-1.2919328228008398,-0.39909756574917027,-0.14447353010838063,0.260320299711675,1.5303284052167172,0.9613007614314958,1.166365033018607,Fall,1,1521641512.5059998,4.470000267028809
104,1.0041157458016166,2.896898268710117,1.6644031315420666,-1.8822858603120851,-0.5802937104599872,-0.8306130186710601,-0.4200232716351935,0.6420402679310997,0.6758633993762916,0.6824269436888791,0.9134990091581353,0.44518825559223346,Fall,1,1521641512.5059998,4.470000267028809
105,-0.512,0.256,0.832,-0.64,0.128,0.768,-0.544,0.21600000000000005,0.7919999999999999,0.0015359999999999998,0.001216,0.0003626666666666666,Fall,1,1521641512.5059998,4.470000267028809
